resources/step-1/Black_DJI-10, BE-0.png	1199	79	69	93	255
resources/step-1/Black_DJI-10, BE-0.png	3040	74	59	82	255
resources/step-1/Black_DJI-10, BE-0.png	7015	77	62	85	255
resources/step-1/Black_DJI-10, BE-1.png	2834	63	61	64	255
resources/step-1/Black_DJI-10, BE-1.png	4364	70	64	66	255
resources/step-1/Black_DJI-10, BE-1.png	7403	69	68	64	255
resources/step-1/Black_DJI-10, BE-2.png	1099	101	97	50	255
resources/step-1/Black_DJI-10, BE-2.png	1167	104	99	57	255
resources/step-1/Black_DJI-10, BE-2.png	1514	117	107	58	255
resources/step-1/Black_DJI-10, BE-3.png	463	81	77	40	255
resources/step-1/Black_DJI-10, BE-3.png	502	91	86	57	255
resources/step-1/Black_DJI-10, BE-3.png	682	85	79	53	255
resources/step-1/Black_DJI-10, BE-5.png	18035	55	60	56	255
resources/step-1/Black_DJI-10, BE-5.png	18413	60	65	58	255
resources/step-1/Black_DJI-10, BE-5.png	19570	56	62	58	255
resources/step-1/Black_DJI-30, BE-0.png	296	75	60	79	255
resources/step-1/Black_DJI-30, BE-0.png	480	77	66	82	255
resources/step-1/Black_DJI-30, BE-0.png	528	74	58	71	255
resources/step-1/Black_DJI-30, BE-1.png	335	72	69	62	255
resources/step-1/Black_DJI-30, BE-1.png	634	79	74	68	255
resources/step-1/Black_DJI-30, BE-1.png	658	76	73	68	255
resources/step-1/Black_DJI-30, BE-2.png	86	81	80	78	255
resources/step-1/Black_DJI-30, BE-2.png	676	69	68	63	255
resources/step-1/Black_DJI-30, BE-2.png	694	104	98	72	255
resources/step-1/Black_DJI-30, BE-3.png	368	66	67	59	255
resources/step-1/Black_DJI-30, BE-3.png	683	61	62	56	255
resources/step-1/Black_DJI-30, BE-3.png	1045	66	69	62	255
resources/step-1/Black_DJI-5, BE-0.png	17227	92	82	109	255
resources/step-1/Black_DJI-5, BE-0.png	22604	87	75	97	255
resources/step-1/Black_DJI-5, BE-0.png	37005	87	75	97	255
resources/step-1/Black_DJI-5, BE-1.png	19973	66	67	62	255
resources/step-1/Black_DJI-5, BE-1.png	24543	75	72	67	255
resources/step-1/Black_DJI-5, BE-1.png	32385	99	93	71	255
resources/step-1/Black_DJI-5, BE-2.png	3562	93	90	57	255
resources/step-1/Black_DJI-5, BE-2.png	3809	80	76	47	255
resources/step-1/Black_DJI-5, BE-2.png	4058	78	74	47	255
resources/step-1/Black_DJI-5, BE-3.png	3008	71	72	58	255
resources/step-1/Black_DJI-5, BE-3.png	3196	68	70	49	255
resources/step-1/Black_DJI-5, BE-3.png	3865	83	82	51	255
resources/step-1/BW_DJI-10, BE-0.png	1790	94	80	93	255
resources/step-1/BW_DJI-10, BE-0.png	2295	80	69	77	255
resources/step-1/BW_DJI-10, BE-0.png	5882	92	79	89	255
resources/step-1/BW_DJI-10, BE-1.png	2246	109	101	64	255
resources/step-1/BW_DJI-10, BE-1.png	4659	173	165	38	255
resources/step-1/BW_DJI-10, BE-1.png	5310	137	129	57	255
resources/step-1/BW_DJI-10, BE-2.png	4518	114	111	40	255
resources/step-1/BW_DJI-10, BE-2.png	5651	140	127	25	255
resources/step-1/BW_DJI-10, BE-2.png	10050	86	82	55	255
resources/step-1/BW_DJI-10, BE-3.png	3954	79	77	54	255
resources/step-1/BW_DJI-10, BE-3.png	3978	92	90	41	255
resources/step-1/BW_DJI-10, BE-3.png	4606	79	80	49	255
resources/step-1/BW_DJI-30, BE-0.png	106	77	79	94	255
resources/step-1/BW_DJI-30, BE-0.png	337	78	75	94	255
resources/step-1/BW_DJI-30, BE-0.png	403	65	60	80	255
resources/step-1/BW_DJI-30, BE-1.png	87	92	87	68	255
resources/step-1/BW_DJI-30, BE-1.png	122	94	93	65	255
resources/step-1/BW_DJI-30, BE-1.png	743	134	121	25	255
resources/step-1/BW_DJI-30, BE-2.png	83	90	90	56	255
resources/step-1/BW_DJI-30, BE-2.png	183	89	86	45	255
resources/step-1/BW_DJI-30, BE-2.png	388	115	106	15	255
resources/step-1/BW_DJI-30, BE-3.png	193	77	78	46	255
resources/step-1/BW_DJI-30, BE-3.png	362	82	79	44	255
resources/step-1/BW_DJI-30, BE-3.png	475	79	79	55	255
resources/step-1/BW_DJI-5, BE-0.png	28545	87	69	93	255
resources/step-1/BW_DJI-5, BE-0.png	30414	91	72	94	255
resources/step-1/BW_DJI-5, BE-0.png	46349	98	86	106	255
resources/step-1/BW_DJI-5, BE-1.png	8034	88	87	66	255
resources/step-1/BW_DJI-5, BE-1.png	21869	118	114	66	255
resources/step-1/BW_DJI-5, BE-1.png	36846	137	132	66	255
resources/step-1/BW_DJI-5, BE-2.png	7322	115	107	42	255
resources/step-1/BW_DJI-5, BE-2.png	10260	103	98	43	255
resources/step-1/BW_DJI-5, BE-2.png	18731	109	105	44	255
resources/step-1/BW_DJI-5, BE-3.png	5294	93	95	48	255
resources/step-1/BW_DJI-5, BE-3.png	8729	78	78	54	255
resources/step-1/BW_DJI-5, BE-3.png	9735	75	75	51	255
resources/step-1/Kelp_DJI-10, BE-0.png	2410	176	119	89	255
resources/step-1/Kelp_DJI-10, BE-0.png	5581	240	207	190	255
resources/step-1/Kelp_DJI-10, BE-0.png	6362	255	232	191	255
resources/step-1/Kelp_DJI-10, BE-1.png	2413	153	117	33	255
resources/step-1/Kelp_DJI-10, BE-1.png	4240	159	132	51	255
resources/step-1/Kelp_DJI-10, BE-1.png	9866	157	132	52	255
resources/step-1/Kelp_DJI-10, BE-2.png	4427	141	122	43	255
resources/step-1/Kelp_DJI-10, BE-2.png	4660	158	137	70	255
resources/step-1/Kelp_DJI-10, BE-2.png	4960	138	124	63	255
resources/step-1/Kelp_DJI-10, BE-3.png	1866	115	115	43	255
resources/step-1/Kelp_DJI-10, BE-3.png	2645	124	119	64	255
resources/step-1/Kelp_DJI-10, BE-3.png	3873	121	114	68	255
resources/step-1/Kelp_DJI-10, BE-5.png	4437	74	82	61	255
resources/step-1/Kelp_DJI-10, BE-5.png	5432	69	79	54	255
resources/step-1/Kelp_DJI-10, BE-5.png	6041	72	80	57	255
resources/step-1/Kelp_DJI-30, BE-0.png	383	232	195	143	255
resources/step-1/Kelp_DJI-30, BE-0.png	422	189	147	125	255
resources/step-1/Kelp_DJI-30, BE-0.png	700	224	191	200	255
resources/step-1/Kelp_DJI-30, BE-1.png	415	138	124	61	255
resources/step-1/Kelp_DJI-30, BE-1.png	770	162	148	60	255
resources/step-1/Kelp_DJI-30, BE-1.png	878	134	117	37	255
resources/step-1/Kelp_DJI-30, BE-2.png	318	156	149	45	255
resources/step-1/Kelp_DJI-30, BE-2.png	1078	138	136	33	255
resources/step-1/Kelp_DJI-30, BE-2.png	1115	147	145	45	255
resources/step-1/Kelp_DJI-30, BE-3.png	863	91	89	51	255
resources/step-1/Kelp_DJI-30, BE-3.png	1031	89	89	53	255
resources/step-1/Kelp_DJI-30, BE-3.png	1142	87	88	57	255
resources/step-1/Kelp_DJI-5, BE-0.png	61768	151	95	58	255
resources/step-1/Kelp_DJI-5, BE-0.png	62546	179	121	71	255
resources/step-1/Kelp_DJI-5, BE-0.png	84100	113	81	84	255
resources/step-1/Kelp_DJI-5, BE-1.png	388	128	108	47	255
resources/step-1/Kelp_DJI-5, BE-1.png	14911	147	124	70	255
resources/step-1/Kelp_DJI-5, BE-1.png	29409	177	149	65	255
resources/step-1/Kelp_DJI-5, BE-2.png	27937	130	117	25	255
resources/step-1/Kelp_DJI-5, BE-2.png	30838	127	118	51	255
resources/step-1/Kelp_DJI-5, BE-2.png	43239	99	89	38	255
resources/step-1/Kelp_DJI-5, BE-3.png	8727	109	109	49	255
resources/step-1/Kelp_DJI-5, BE-3.png	12105	111	111	47	255
resources/step-1/Kelp_DJI-5, BE-3.png	29584	102	99	66	255
resources/step-1/Kelp_DJI-5, BE-5_?.png	2421	72	75	82	255
resources/step-1/Kelp_DJI-5, BE-5_?.png	13512	77	81	82	255
resources/step-1/Kelp_DJI-5, BE-5_?.png	16104	78	78	78	255
resources/step-1/Sand_DJI-10, BE-0 copy.png	9310	255	255	255	255
resources/step-1/Sand_DJI-10, BE-0 copy.png	10124	255	255	255	255
resources/step-1/Sand_DJI-10, BE-0 copy.png	11304	254	254	254	255
resources/step-1/Sand_DJI-10, BE-1 copy.png	6563	255	255	135	255
resources/step-1/Sand_DJI-10, BE-1 copy.png	7529	255	251	125	255
resources/step-1/Sand_DJI-10, BE-1 copy.png	7543	254	255	179	255
resources/step-1/Sand_DJI-10, BE-2 copy.png	490	234	215	37	255
resources/step-1/Sand_DJI-10, BE-2 copy.png	5231	209	192	40	255
resources/step-1/Sand_DJI-10, BE-2 copy.png	6344	216	199	59	255
resources/step-1/Sand_DJI-10, BE-3 copy.png	1768	162	157	37	255
resources/step-1/Sand_DJI-10, BE-3 copy.png	1859	150	150	36	255
resources/step-1/Sand_DJI-10, BE-3 copy.png	4150	130	132	67	255
resources/step-1/Sand_DJI-10, BE-5 copy.png	5262	75	78	69	255
resources/step-1/Sand_DJI-10, BE-5 copy.png	6318	78	88	77	255
resources/step-1/Sand_DJI-10, BE-5 copy.png	9025	75	82	66	255
resources/step-1/Sand_DJI-30, BE-0 copy.png	534	255	255	255	255
resources/step-1/Sand_DJI-30, BE-0 copy.png	719	254	254	254	255
resources/step-1/Sand_DJI-30, BE-0 copy.png	760	255	255	253	255
resources/step-1/Sand_DJI-30, BE-1 copy.png	610	254	255	127	255
resources/step-1/Sand_DJI-30, BE-1 copy.png	644	254	251	122	255
resources/step-1/Sand_DJI-30, BE-1 copy.png	682	255	250	124	255
resources/step-1/Sand_DJI-30, BE-2 copy.png	689	202	189	14	255
resources/step-1/Sand_DJI-30, BE-2 copy.png	944	168	175	33	255
resources/step-1/Sand_DJI-30, BE-2 copy.png	1048	209	213	77	255
resources/step-1/Sand_DJI-30, BE-3 copy.png	407	120	127	47	255
resources/step-1/Sand_DJI-30, BE-3 copy.png	532	111	112	54	255
resources/step-1/Sand_DJI-30, BE-3 copy.png	601	117	121	47	255
resources/step-1/Sand_DJI-5, BE-0 copy.png	27318	255	255	255	255
resources/step-1/Sand_DJI-5, BE-0 copy.png	36428	255	255	255	255
resources/step-1/Sand_DJI-5, BE-0 copy.png	111001	255	255	255	255
resources/step-1/Sand_DJI-5, BE-1 copy.png	27300	255	253	116	255
resources/step-1/Sand_DJI-5, BE-1 copy.png	33646	255	254	141	255
resources/step-1/Sand_DJI-5, BE-1 copy.png	36610	255	253	122	255
resources/step-1/Sand_DJI-5, BE-2 copy.png	15369	184	171	30	255
resources/step-1/Sand_DJI-5, BE-2 copy.png	16190	187	172	21	255
resources/step-1/Sand_DJI-5, BE-2 copy.png	23963	201	185	30	255
resources/step-1/Sand_DJI-5, BE-3 copy.png	15185	139	136	43	255
resources/step-1/Sand_DJI-5, BE-3 copy.png	15638	142	138	51	255
resources/step-1/Sand_DJI-5, BE-3 copy.png	23683	131	127	64	255
resources/step-1/Sand_DJI-5, BE-5 copy.png	18431	89	95	85	255
resources/step-1/Sand_DJI-5, BE-5 copy.png	20086	86	88	83	255
resources/step-1/Sand_DJI-5, BE-5 copy.png	20230	88	93	87	255
resources/step-1/W_DJI-10, BE-0.png	2250	253	253	253	255
resources/step-1/W_DJI-10, BE-0.png	5523	252	250	253	255
resources/step-1/W_DJI-10, BE-0.png	8813	255	255	255	255
resources/step-1/W_DJI-10, BE-1.png	1897	255	247	112	255
resources/step-1/W_DJI-10, BE-1.png	5375	252	252	118	255
resources/step-1/W_DJI-10, BE-1.png	5756	254	250	117	255
resources/step-1/W_DJI-10, BE-2.png	8732	220	199	12	255
resources/step-1/W_DJI-10, BE-2.png	10345	194	183	31	255
resources/step-1/W_DJI-10, BE-2.png	10442	219	196	20	255
resources/step-1/W_DJI-10, BE-3.png	2389	119	117	42	255
resources/step-1/W_DJI-10, BE-3.png	2699	120	118	44	255
resources/step-1/W_DJI-10, BE-3.png	5264	114	114	40	255
resources/step-1/W_DJI-30, BE-0.png	219	255	255	255	255
resources/step-1/W_DJI-30, BE-0.png	323	254	254	254	255
resources/step-1/W_DJI-30, BE-0.png	384	255	254	252	255
resources/step-1/W_DJI-30, BE-1.png	548	252	253	117	255
resources/step-1/W_DJI-30, BE-1.png	554	248	246	75	255
resources/step-1/W_DJI-30, BE-1.png	875	255	251	121	255
resources/step-1/W_DJI-30, BE-2.png	486	166	159	27	255
resources/step-1/W_DJI-30, BE-2.png	590	178	172	34	255
resources/step-1/W_DJI-30, BE-2.png	692	180	175	47	255
resources/step-1/W_DJI-30, BE-3.png	155	112	110	49	255
resources/step-1/W_DJI-30, BE-3.png	371	92	98	52	255
resources/step-1/W_DJI-30, BE-3.png	439	92	94	55	255
resources/step-1/W_DJI-5, BE-0.png	56345	254	254	254	255
resources/step-1/W_DJI-5, BE-0.png	57083	255	255	255	255
resources/step-1/W_DJI-5, BE-0.png	63578	255	255	255	255
resources/step-1/W_DJI-5, BE-1.png	16108	253	246	114	255
resources/step-1/W_DJI-5, BE-1.png	39634	242	233	102	255
resources/step-1/W_DJI-5, BE-1.png	40925	247	237	105	255
resources/step-1/W_DJI-5, BE-2.png	6840	167	157	25	255
resources/step-1/W_DJI-5, BE-2.png	11011	177	166	25	255
resources/step-1/W_DJI-5, BE-2.png	16194	173	162	21	255
resources/step-1/W_DJI-5, BE-3.png	3227	108	110	47	255
resources/step-1/W_DJI-5, BE-3.png	4545	107	105	54	255
resources/step-1/W_DJI-5, BE-3.png	9600	99	98	52	255
